0,575
1,574
2,574
3,574
4,573
5,573
6,572
7,572
8,572
9,571
10,571
11,570
12,570
13,570
14,569
15,569
16,568
17,568
18,568
19,567
20,567
21,566
22,566
23,566
24,565
25,565
26,564
27,564
28,564
29,563
30,563
31,563
32,562
33,562
34,561
35,561
36,561
37,560
38,560
39,560
40,559
41,559
42,559
43,558
44,558
45,557
46,557
47,557
48,556
49,556
50,556
51,555
52,555
53,555
54,554
55,554
56,554
57,553
58,553
59,553
60,552
61,552
62,552
63,551
64,551
65,551
66,550
67,550
68,550
69,549
70,549
71,549
72,548
73,548
74,548
75,547
76,547
77,547
78,546
79,546
80,546
81,545
82,545
83,545
84,545
85,544
86,544
87,544
88,543
89,543
90,543
91,542
92,542
93,542
94,542
95,541
96,541
97,541
98,540
99,540
100,540
101,539
102,539
103,539
104,539
105,538
106,538
107,538
108,537
109,537
110,537
111,537
112,536
113,536
114,536
115,536
116,535
117,535
118,535
119,534
120,534
121,534
122,534
123,533
124,533
125,533
126,533
127,532
128,532
129,532
130,532
131,531
132,531
133,531
134,531
135,530
136,530
137,530
138,530
139,529
140,529
141,529
142,529
143,528
144,528
145,528
146,528
147,527
148,527
149,527
150,527
151,526
152,526
153,526
154,526
155,525
156,525
157,525
158,525
159,525
160,524
161,524
162,524
163,524
164,523
165,523
166,523
167,523
168,523
169,522
170,522
171,522
172,522
173,521
174,521
175,521
176,521
177,521
178,520
179,520
180,520
181,520
182,520
183,519
184,519
185,519
186,519
187,519
188,518
189,518
190,518
191,518
192,518
193,517
194,517
195,517
196,517
197,517
198,516
199,516
200,516
201,516
202,516
203,515
204,515
205,515
206,515
207,515
208,515
209,514
210,514
211,514
212,514
213,514
214,513
215,513
216,513
217,513
218,513
219,513
220,512
221,512
222,512
223,512
224,512
225,512
226,511
227,511
228,511
229,511
230,511
231,511
232,510
233,510
234,510
235,510
236,510
237,510
238,509
239,509
240,509
241,509
242,509
243,509
244,508
245,508
246,508
247,508
248,508
249,508
250,508
251,507
252,507
253,507
254,507
255,507
256,507
257,507
258,506
259,506
260,506
261,506
262,506
263,506
264,506
265,505
266,505
267,505
268,505
269,505
270,505
271,505
272,505
273,504
274,504
275,504
276,504
277,504
278,504
279,504
280,504
281,503
282,503
283,503
284,503
285,503
286,503
287,503
288,503
289,502
290,502
291,502
292,502
293,502
294,502
295,502
296,502
297,502
298,501
299,501
300,501
301,501
302,501
303,501
304,501
305,501
306,501
307,500
308,500
309,500
310,500
311,500
312,500
313,500
314,500
315,500
316,500
317,499
318,499
319,499
320,499
321,499
322,499
323,499
324,499
325,499
326,499
327,498
328,498
329,498
330,498
331,498
332,498
333,498
334,498
335,498
336,498
337,498
338,498
339,497
340,497
341,497
342,497
343,497
344,497
345,497
346,497
347,497
348,497
349,497
350,497
351,497
352,496
353,496
354,496
355,496
356,496
357,496
358,496
359,496
360,496
361,496
362,496
363,496
364,496
365,496
366,495
367,495
368,495
369,495
370,495
371,495
372,495
373,495
374,495
375,495
376,495
377,495
378,495
379,495
380,495
381,495
382,495
383,494
384,494
385,494
386,494
387,494
388,494
389,494
390,494
391,494
392,494
393,494
394,494
395,494
396,494
397,494
398,494
399,494
400,494
401,494
402,494
403,494
404,493
405,493
406,493
407,493
408,493
409,493
410,493
411,493
412,493
413,493
414,493
415,493
416,493
417,493
418,493
419,493
420,493
421,493
422,493
423,493
424,493
425,493
426,493
427,493
428,493
429,493
430,493
431,493
432,493
433,493
434,493
435,493
436,492
437,492
438,492
439,492
440,492
441,492
442,492
443,492
444,492
445,492
446,492
447,492
448,492
449,492
450,492
451,492
452,492
453,492
454,492
455,492
456,492
457,492
458,492
459,492
460,492
461,492
462,492
463,492
464,492
465,492
466,492
467,492
468,492
469,492
470,492
471,492
472,492
473,492
474,492
475,492
476,492
477,492
478,492
479,492
480,492
481,492
482,492
483,492
484,492
485,492
486,492
487,492
488,492
489,492
490,492
491,492
492,492
493,492
494,492
495,492
496,492
497,492
498,492
499,492
500,492
501,492
502,492
503,492
504,492
505,492
506,492
507,492
508,493
509,493
510,493
511,493
512,493
513,493
514,493
515,493
516,493
517,493
518,493
519,493
520,493
521,493
522,493
523,493
524,493
525,493
526,493
527,493
528,493
529,493
530,493
531,493
532,493
533,493
534,493
535,493
536,493
537,493
538,493
539,493
540,494
541,494
542,494
543,494
544,494
545,494
546,494
547,494
548,494
549,494
550,494
551,494
552,494
553,494
554,494
555,494
556,494
557,494
558,494
559,494
560,494
561,495
562,495
563,495
564,495
565,495
566,495
567,495
568,495
569,495
570,495
571,495
572,495
573,495
574,495
575,495
576,495
577,495
578,495
579,496
580,496
581,496
582,496
583,496
584,496
585,496
586,496
587,496
588,496
589,496
590,496
591,496
592,496
593,497
594,497
595,497
596,497
597,497
598,497
599,497
600,497
601,497
602,497
603,497
604,497
605,497
606,498
607,498
608,498
609,498
610,498
611,498
612,498
613,498
614,498
615,498
616,498
617,498
618,499
619,499
620,499
621,499
622,499
623,499
624,499
625,499
626,499
627,499
628,499
629,500
630,500
631,500
632,500
633,500
634,500
635,500
636,500
637,500
638,500
639,501
640,501
641,501
642,501
643,501
644,501
645,501
646,501
647,501
648,501
649,502
650,502
651,502
652,502
653,502
654,502
655,502
656,502
657,503
658,503
659,503
660,503
661,503
662,503
663,503
664,503
665,503
666,504
667,504
668,504
669,504
670,504
671,504
672,504
673,504
674,505
675,505
676,505
677,505
678,505
679,505
680,505
681,505
682,506
683,506
684,506
685,506
686,506
687,506
688,506
689,507
690,507
691,507
692,507
693,507
694,507
695,507
696,507
697,508
698,508
699,508
700,508
701,508
702,508
703,509
704,509
705,509
706,509
707,509
708,509
709,509
710,510
711,510
712,510
713,510
714,510
715,510
716,510
717,511
718,511
719,511
720,511
721,511
722,511
723,512
724,512
725,512
726,512
727,512
728,512
729,513
730,513
731,513
732,513
733,513
734,513
735,514
736,514
737,514
738,514
739,514
740,514
741,515
742,515
743,515
744,515
745,515
746,516
747,516
748,516
749,516
750,516
751,516
752,517
753,517
754,517
755,517
756,517
757,518
758,518
759,518
760,518
761,518
762,519
763,519
764,519
765,519
766,519
767,519
768,520
769,520
770,520
771,520
772,520
773,521
774,521
775,521
776,521
777,522
778,522
779,522
780,522
781,522
782,523
783,523
784,523
785,523
786,523
787,524
788,524
789,524
790,524
791,524
792,525
793,525
794,525
795,525
796,526
797,526
798,526
799,526
800,526
801,527
802,527
803,527
804,527
805,528
806,528
807,528
808,528
809,529
810,529
811,529
812,529
813,529
814,530
815,530
816,530
817,530
818,531
819,531
820,531
821,531
822,532
823,532
824,532
825,532
826,533
827,533
828,533
829,533
830,534
831,534
832,534
833,534
834,535
835,535
836,535
837,535
838,536
839,536
840,536
841,537
842,537
843,537
844,537
845,538
846,538
847,538
848,538
849,539
850,539
851,539
852,540
853,540
854,540
855,540
856,541
857,541
858,541
859,541
860,542
861,542
862,542
863,543
864,543
865,543
866,543
867,544
868,544
869,544
870,545
871,545
872,545
873,546
874,546
875,546
876,546
877,547
878,547
879,547
880,548
881,548
882,548
883,549
884,549
885,549
886,550
887,550
888,550
889,550
890,551
891,551
892,551
893,552
894,552
895,552
896,553
897,553
898,553
899,554
900,554
901,554
902,555
903,555
904,555
905,556
906,556
907,556
908,557
909,557
910,557
911,558
912,558
913,558
914,559
915,559
916,559
917,560
918,560
919,560
920,561
921,561
922,562
923,562
924,562
925,563
926,563
927,563
928,564
929,564
930,564
931,565
932,565
933,566
934,566
935,566
936,567
937,567
938,567
939,568
940,568
941,568
942,569
943,569
944,570
945,570
946,570
947,571
948,571
949,572
950,572
951,572
952,573
953,573
954,574
955,574
956,574
957,575
958,575
959,576
